Number of bedrooms,Number of bathrooms,Living area sqft,Number of schools nearby,Distance from the airport,Price
5,3.5,5470,1,50,975000
3,1.5,2140,2,69,940000
4,2.5,3520,2,54,864500
5,2.75,2790,3,77,840000
4,2.25,2020,1,70,810000
5,4.5,4600,3,50,805000
4,3,3180,2,50,790000
3,2.5,1580,3,73,727000
3,2,1660,2,75,635500
3,3.25,3800,2,53,630000
5,2.75,2910,2,51,605000
3,2.5,2030,2,75,595000
3,2.5,2280,2,59,577500
3,2.5,1870,3,66,575000
4,2.5,3240,2,61,574000
2,2.5,1950,3,64,565000
3,2.5,2010,1,75,551000
4,3,3160,3,56,545000
4,2.5,2590,2,74,530000
4,1.75,2520,3,53,525300
4,2.5,3180,1,64,523000
3,2.5,1810,1,60,517500
3,1,1100,3,56,505000
3,1,1260,1,53,490000
5,2.75,2990,1,64,490000
4,2.25,2500,3,61,488000
4,1.75,1720,3,69,460000
2,1,880,3,77,460000
3,1.75,1300,1,80,455000
3,2,1700,1,72,454000
4,2.5,2880,2,64,440000
5,2.5,1710,2,70,431650
4,2.5,3000,1,72,430000
3,2,2350,1,59,430000
3,1.75,1340,2,59,427800
2,1,1670,3,58,425000
6,2,1870,2,62,380000
5,2.5,2250,2,50,370000
4,2,2200,1,62,358000
5,2.5,2460,3,57,358000
2,1,810,1,62,357950
5,2,1890,3,76,339950
3,2.25,1936,2,73,338900
3,2.5,1090,3,70,335000
5,1.75,2190,2,71,310000
3,1.5,1140,2,72,310000
4,2.5,1920,3,77,303500
2,1.5,830,1,65,299000
4,2.5,1720,1,58,295700
3,1,1080,2,58,284000
3,2,1640,3,63,280000
3,2.5,1680,3,79,272000
3,2.25,1610,3,71,269950
3,1,1860,2,50,265500
3,2.5,1520,1,68,260000
3,2.5,1780,2,78,252500
1,1,460,3,67,247000
2,1,960,1,67,244000
3,1.75,1560,1,55,236000
3,1,940,2,76,223000
1,1,720,3,67,199900
3,1.5,1090,2,76,185000
3,1,1010,1,53,180000
2,1.75,590,2,51,156000
5,4,2980,2,73,842500
4,1.75,2340,2,62,700000
4,2.5,2500,3,55,336500
6,3,2580,2,58,326000
4,1.75,2160,1,52,324888
3,3,2610,1,50,1580000
4,5.25,6110,1,59,1320000
4,3.75,3490,2,69,1310000
4,3.75,3980,1,61,925900
4,2.75,2560,3,72,880000
3,1.75,2180,3,67,860000
4,2.75,2760,1,62,847093
3,2.5,2690,2,77,805000
4,1.75,2150,2,59,800000
5,3.5,3330,1,66,795000
4,2.75,3420,1,66,780000
4,2.5,3220,1,52,775000
4,2.75,2560,3,80,740000
4,3.25,3910,3,58,709950
3,1.75,1760,1,73,688500
3,2,2310,1,65,627000
3,2.5,2830,3,54,614000
6,3,2600,3,79,600000
4,2.25,1970,2,59,600000
4,2.75,2870,1,66,577288
3,2.5,2510,2,69,571000
4,1.75,2630,3,74,567000
5,2.5,3440,3,58,554000
4,2.5,2820,2,53,545000
4,2.75,2650,3,57,545000
3,1.75,1610,1,61,540000
3,1,2000,1,80,525000
3,2.5,2180,2,69,496000
3,1.75,2090,1,58,489000
4,2.5,2714,2,77,485230
5,2,2040,1,66,475000
5,3.5,3430,1,56,473000
4,1.75,1920,2,79,455000
3,1.75,1430,1,70,453000
2,1.5,1160,1,70,453000
4,1,1460,2,74,445000
3,1.75,1810,2,74,443000
4,2.5,2350,3,66,440000
5,1,2170,2,70,435000
3,1,1200,1,56,427000
2,1,1630,2,63,426000
3,2.5,2000,3,66,417000
4,2,1900,1,65,410000
3,1,1340,1,68,409500
2,1.5,1240,2,50,403000
4,3,2240,2,57,400000
2,1,1000,2,72,397000
3,1.5,1300,2,61,396000
4,2,2240,1,75,395000
4,2,1830,3,69,383000
3,1,1040,1,77,375000
3,1.75,2120,3,59,368000
3,1,1370,3,54,357000
2,1,670,1,70,348000
4,2.25,2180,3,72,318000
3,1.5,1550,1,62,313000
3,2.75,1400,1,70,311000
3,1.75,1140,1,52,310000
3,2.25,3100,3,73,302500
4,2.5,2830,3,79,295500
4,2,1810,3,69,295000
4,2.5,1810,2,72,295000
4,2,1390,1,53,288790
1,1,1060,1,51,285000
4,2.5,1613,2,72,279500
2,1,820,1,72,274000
4,2.5,1870,3,58,272000
3,1.5,1950,2,72,269950
4,1.75,1420,3,59,268500
3,2.75,1120,3,60,265000
3,2.25,1370,2,73,264500
2,1,700,1,80,254950
3,1.5,1090,1,75,249950
2,1,1210,3,59,239000
2,1.5,680,3,71,239000
2,1,1370,1,54,237600
3,2,1510,3,52,234950
3,1.5,1500,2,64,230000
3,2.5,1340,3,61,230000
3,2.5,1590,1,66,225000
3,1,1000,3,78,220000
3,1.5,1600,3,51,220000
3,1,980,1,62,185000
3,3.25,5020,1,80,3600000
5,4.5,5220,1,66,1570000
3,1.25,2400,1,75,1390000
5,3.25,4115,1,75,988830
3,2.5,2930,1,64,905000
4,2.25,2380,2,61,875000
3,1.5,1530,2,52,865000
4,2.25,2330,1,57,850000
4,2.75,2990,1,58,814950
3,2,2390,1,79,810000
5,1,1750,2,68,774900
3,2.25,1870,1,59,770000
4,2.5,2660,3,64,751305
3,2.5,3380,1,78,751000
3,2.25,2190,2,74,719950
4,2.5,2370,1,55,688100
4,2,2850,3,66,650000
4,2.5,2390,1,63,645500
6,5.25,3600,1,67,643500
4,2.5,2180,3,64,607010
4,2.5,2350,1,62,598850
3,1,1320,2,77,594000
3,1.5,1390,1,75,589000
3,3.25,1490,1,54,580000
5,2.75,2730,1,66,565997
5,3.25,2860,3,61,565000
3,1.75,2000,2,61,549000
3,1.75,1680,3,59,540000
5,2.5,3370,3,61,540000
2,1.5,1260,3,56,531000
4,2.25,2240,1,69,530000
5,3.25,3960,1,56,525000
4,2.5,2890,1,68,515000
3,2.5,2540,1,76,510000
5,2,2740,3,54,510000
2,2.5,1590,1,66,509500
2,1,1250,1,67,505000
4,2.25,2020,3,77,490000
3,2.5,2360,2,63,480000
2,2.5,1620,2,60,475000
4,2.25,1970,2,74,475000
2,2,1540,3,76,462500
3,2,1690,3,56,459800
3,1.75,2820,1,75,456700
2,1,1180,2,60,450000
4,2,1700,1,63,445000
3,1.75,1810,3,51,430000
4,2.25,2660,3,73,425000
4,2.5,2550,2,66,422500
3,2.5,1800,2,80,416000
3,2.5,1430,2,68,399000
3,1.75,1290,2,53,365000
3,2.5,1630,2,50,360400
3,2.5,1980,2,67,359950
2,1,1250,2,67,355000
3,2.5,2090,2,76,352000
3,1.5,1030,2,66,345000
3,1.5,1280,2,79,342450
4,2.5,2840,2,59,339000
5,1.75,1240,3,60,333000
3,1.5,1240,3,66,320000
3,1,1340,2,74,320000
3,2,1660,2,71,315000
4,2.25,1960,1,76,308000
3,2,1790,2,78,307000
3,1,950,2,56,300000
3,2.5,1570,2,59,299950
2,2.5,1400,1,72,299000
3,1,1020,1,74,293000
3,1,1520,1,51,279000
3,2.5,2620,2,80,277500
3,1,1370,3,71,275000
3,1.75,1600,1,75,268000
3,2.5,1810,2,55,266490
4,1.75,960,3,78,255000
2,1,620,1,50,255000
4,1.75,1940,2,64,252000
3,3,2300,1,75,250000
3,1,1100,2,67,250000
3,2,1470,3,64,250000
3,1.5,1390,1,71,225000
3,1,1080,3,65,219000
4,2.25,1500,2,56,210000
3,1.5,1400,3,50,210000
3,1.5,990,2,56,158000
1,1,870,2,71,157000
2,1,830,3,74,135000
4,3.75,4090,1,72,2400000
4,2.5,3220,3,58,2380000
3,3,3490,2,55,1050000
4,3.5,3350,3,74,1010000
3,2.75,2830,2,65,999000
3,2.5,2010,2,63,960000
2,1,1240,1,50,900000
4,2.5,3420,1,71,839900
4,2.5,2680,1,60,788000
3,1,2230,2,50,770000
3,2.5,2710,1,63,740000
3,1.75,2280,1,52,718000
4,1.75,2000,2,50,710000
4,2,1820,2,67,705000
3,2.5,2350,3,78,700000
3,2,1770,1,62,690000
3,1.75,2130,3,72,667500
4,2,1980,1,57,659000
1,2.25,1220,2,66,611900
4,2.5,2080,2,67,601000
4,2.5,2100,1,73,595000
4,2.5,2630,1,63,576925
3,2.25,2180,1,76,570000
3,1.75,1880,1,74,550000
3,2.5,1920,2,52,542500
3,2.5,2030,2,69,530000
2,1,1260,2,62,528000
4,1.5,1430,3,53,525000
5,1.75,2040,1,64,520000
3,3,2390,1,77,519500
3,1,1190,1,52,517500
3,2.5,2430,3,60,515000
3,1.75,1810,2,80,515000
4,1.5,1800,2,58,508500
3,2.5,2100,3,54,506400
5,1,1810,2,66,495000
4,2.5,2300,3,58,465000
2,1.5,1820,1,66,460000
3,2.5,1440,2,72,440000
3,1,1180,3,50,425000
4,1.75,1980,3,76,425000
3,1,1630,2,63,415000
3,1.75,1640,2,52,415000
3,1.5,1090,3,65,415000
2,1,920,2,63,412133
3,1.75,1640,3,70,397000
3,1.75,1540,3,70,392500
3,2,1450,3,77,391500
2,1.5,1070,1,57,382000
2,2.5,1700,2,60,378000
3,2.5,1930,3,68,375000
3,2.5,1600,3,80,375000
4,2.5,2030,3,75,365500
3,2.5,1810,2,80,355000
4,2.5,2650,1,63,352000
3,2.25,2580,2,55,340000
3,1.5,1260,2,80,333000
4,2.5,2280,3,56,325000
3,1.5,1700,1,55,315000
3,1.75,1610,3,72,313500
3,2.5,2280,2,78,312000
3,2.5,1850,2,78,299000
3,1.5,2060,1,50,294000
1,2,1240,3,56,290000
1,1,550,1,53,290000
3,1,1470,1,65,290000
2,1.5,1010,2,65,269000
4,2.75,1500,2,68,262500
3,2,1540,3,69,252000
3,2,1430,2,79,250000
4,1,1200,1,53,249000
3,2.5,1650,2,65,246000
2,1.5,1078,3,78,240000
3,2,1400,1,55,233000
3,1,1690,1,79,215000
4,2,1720,1,76,206000
3,1.5,1370,1,50,203000
2,1,800,1,66,195000
2,1,680,2,71,193000
3,1,1200,1,53,190000
2,1,1390,1,61,185000
2,1,810,2,80,170000
3,2.5,3930,3,68,3070000
4,4,6330,2,64,2390000
5,4.25,4830,1,74,1680000
4,2.5,3030,1,51,1470000
4,3.25,4400,1,71,1150000
4,2.5,3140,2,77,990000
5,2.75,2590,2,72,961000
3,2.75,2590,2,78,920000
4,2.5,3370,3,50,890000
5,3.5,4600,1,70,880000
5,4.25,3970,2,70,811500
4,2.75,3340,2,74,808000
5,3,2350,1,77,805000
4,3,3350,1,63,805000
4,2.25,2730,2,78,770000
4,2.5,2370,2,52,749950
2,1.75,1679,1,50,700000
4,2,2230,2,64,690000
5,3.5,3960,1,75,650000
3,3,3730,2,66,649500
2,2.25,1390,1,72,625000
3,3.5,2490,3,76,616950
2,1,1040,2,52,580000
4,2,2720,2,66,560000
3,2,2090,3,60,560000
5,2,2280,3,53,534000
3,2.25,2140,1,66,524000
5,3,3720,3,79,500000
4,2.25,2020,3,61,496600
3,1.75,1560,1,57,490000
2,2.25,1330,1,68,479000
4,2,2090,2,64,460000
2,1.75,2060,3,51,457000
2,2,1350,1,61,455000
4,1.5,1580,2,60,452000
3,1.75,1880,1,76,445500
3,2.25,1850,1,50,445000
3,1,1610,1,54,440000
4,2.5,2470,1,55,438950
2,2.5,1560,2,77,435000
3,1.75,1470,1,62,432500
4,2.25,1310,2,54,421000
2,1,720,3,55,419000
4,2.5,2906,2,62,418395
3,2,1410,3,65,410000
3,1,1480,1,55,398000
3,3.25,1370,3,60,388000
3,2.25,1680,2,75,385000
4,2.5,2560,3,62,385000
3,1.75,1430,1,70,375000
3,2.75,1750,2,55,370000
4,2.75,2020,2,59,366000
4,1,1520,2,60,365000
4,3.5,2690,1,57,359950
3,2.25,2550,3,60,355000
3,1.5,1550,3,72,350000
2,1.75,1250,3,50,349000
4,2.5,2380,3,59,342000
3,1.75,3400,3,65,340000
4,3,2090,3,62,338000
3,2.25,2450,1,67,329000
3,2.5,2020,2,51,321000
3,2.75,2770,1,75,317625
3,2.5,1410,2,79,315000
3,2.5,2100,1,77,305000
3,2.25,1760,3,63,300000
2,1.75,1280,2,55,297000
4,1.75,1790,2,65,297000
3,2,1650,1,78,294000
4,2.75,2910,3,69,292000
4,1.75,1990,1,73,290000
3,1.75,1770,2,59,280000
4,2.5,2789,2,53,272000
2,1.5,1140,2,63,262500
3,1.75,1380,1,69,249900
2,2,1260,1,71,230000
2,1.5,1160,1,60,229950
3,2.25,1610,2,75,218000
2,1,1000,2,72,213000
2,2.5,1280,3,58,206000
3,2.5,1870,1,76,205000
3,1.5,1420,1,64,202000
3,1.75,1100,2,75,190000
2,1,880,2,51,190000
3,1.5,1280,3,68,185000
2,1,1100,2,78,179950
4,4.5,4510,1,64,1820000
6,3.5,4010,1,72,1650000
4,4,5050,1,78,1340000
3,2.75,3230,1,60,1150000
5,3,4090,3,51,1100000
5,3.5,3230,3,76,1080000
4,2.75,2500,1,59,950000
4,2.5,3700,1,56,950000
3,3.25,2640,1,79,885000
4,1.75,2510,3,77,880000
4,3.5,3020,2,51,845800
3,1.75,1510,3,67,800000
5,3.5,3180,2,72,760000
3,3.5,4380,1,78,740500
4,2,1640,2,75,735000
2,2,1240,3,53,727500
4,2.5,2130,2,73,725000
4,2,2270,1,71,724950
3,3.25,3060,3,56,715000
3,3.5,2630,3,79,695000
4,2.5,2780,3,79,674250
5,3.5,3160,3,66,660000
3,2.5,2990,1,62,659950
4,2.5,2260,2,57,640000
5,3.25,3340,2,68,637850
4,2.5,2120,2,57,637250
5,2.75,2830,1,74,628000
4,2.5,2990,2,58,600000
5,2.25,2480,3,58,585000
2,1.75,1930,1,50,581000
3,1.75,1800,2,55,579000
3,2.5,2420,1,59,570000
3,1.5,2440,2,79,550000
3,2.5,1990,2,69,544900
4,1.75,1520,2,69,533250
3,2.75,2100,2,53,530000
3,1.75,2180,3,76,488000
2,1,1620,1,62,481000
3,1.75,1210,3,78,478000
2,2.25,1140,2,80,476000
4,1.75,1880,3,56,475999
3,1,1400,1,57,470000
4,2,1570,3,54,450000
3,2.75,2240,2,58,450000
5,2.5,2000,3,51,441000
3,2.5,2080,2,58,418000
4,3.25,3266,1,59,418000
2,1,1110,3,67,410500
3,1.75,1520,3,66,405000
4,3,2500,2,59,395000
4,1.75,2690,1,67,390000
4,2.5,2560,2,56,390000
2,1.5,1010,1,59,387000
4,3.25,2864,2,55,380000
3,2.25,2120,2,62,375000
3,1,1000,1,73,375000
2,1,920,3,59,365000
3,2.5,1930,3,61,345500
3,1,1340,2,59,345000
3,2.5,1520,1,76,333000
4,2.25,2380,3,51,319000
3,2.5,2110,2,52,319000
6,2.75,2940,1,67,315000
2,1,900,1,55,315000
4,2.5,2430,3,61,305000
4,2.5,1990,2,79,302500
4,2.25,1600,3,53,299500
4,2.5,2420,3,80,298000
3,2.25,1760,1,59,289200
3,2.5,1450,1,62,279000
3,2.5,2100,1,62,277950
4,2.25,2090,2,65,274000
3,1,1090,3,60,267500
2,1,1420,2,75,250000
3,1.75,1550,3,79,225000
3,1,1410,3,78,225000
2,2.5,809,3,59,219000
2,2,1070,2,66,217500
3,1,1570,2,58,212644
3,1.75,1250,2,76,209000
3,1,1480,2,72,200000
3,1.5,1100,2,56,194820
3,2.25,2750,3,62,1650000
3,2.75,2030,1,77,643000
4,1.75,1970,3,71,385000
2,2.5,980,2,76,334900
4,1,800,3,72,268750
3,1.75,1540,1,68,263500
2,1,670,1,61,245000
3,1,1620,3,77,599995
3,2.5,1690,1,73,452000
3,2,1720,3,51,402000
2,0.75,900,1,79,180250
3,3.5,4490,3,79,3120000
5,4.75,5410,3,69,2540000
4,3.5,4300,3,52,1450000
3,2.5,2280,2,52,1330000
6,3.5,6563,2,51,1300000
5,3.25,3970,2,69,995000
4,1.75,2210,2,76,950000
5,2,2940,2,79,950000
3,1.5,1340,2,57,907000
4,3,3370,2,76,905000
5,2.75,3460,3,57,858450
4,2.25,2510,1,70,800000
4,2.5,3060,3,52,775000
4,2.5,3410,1,72,774950
3,2.5,3170,2,76,720000
3,2.5,1909,2,62,630500
3,2.25,1970,3,73,625000
3,2,2080,1,64,589950
4,2.5,3190,1,75,589450
4,1.75,1920,2,60,571500
4,2.5,2890,1,70,570000
3,2,1990,2,53,569000
3,2.5,2430,3,55,560000
4,1.75,2020,1,54,521000
3,2,1670,2,60,520000
4,2.75,2700,1,73,515000
3,2.25,1280,1,76,495000
2,1,850,2,77,489000
4,2.5,2870,3,52,480000
4,1.75,2160,2,56,475000
3,1.5,1240,3,71,475000
3,1,1170,1,70,457000
3,1,2020,3,53,450000
3,2.5,2020,1,52,444950
3,2.25,2020,3,59,430000
2,1.75,1980,3,52,428000
3,1,1570,2,71,415000
3,1.75,1530,3,60,410000
3,1.5,1510,2,56,400000
4,2.5,2800,3,78,399000
3,2,2620,3,78,394250
3,2.5,2500,2,55,390000
4,2.5,2580,1,80,379950
2,1,960,2,64,379500
4,2,1850,2,59,360000
4,2.5,1950,2,77,360000
2,1,1430,3,63,356000
3,1.5,1870,1,73,350000
2,1.75,1270,1,60,340000
4,2.5,2330,2,51,335000
3,2,1490,2,78,335000
3,1.75,1080,1,78,331000
3,1.75,1300,2,62,331000
3,1.75,2080,1,54,329950
4,1,2410,1,51,325000
3,1,1290,2,57,323000
4,1.75,1850,3,61,315000
3,2.25,1790,1,62,304500
3,2.25,2100,3,74,299900
4,2.5,1788,3,50,294400
3,2,1760,1,60,290000
2,2,1590,1,75,290000
3,3,2430,2,77,272000
4,1.75,1830,1,71,260000
3,1,1230,3,56,255000
2,1,560,3,54,249900
4,2,1750,3,73,247000
3,2,1190,1,71,240000
3,1.75,1420,1,72,234000
3,1,960,2,52,225000
3,1,1000,2,59,220000
3,1.5,1080,3,50,218250
3,1,1730,1,50,216000
3,1,1260,2,51,215000
2,1,970,3,57,210000
2,1,840,1,65,208417
2,1,860,2,74,199988
3,1,1160,2,51,182000
3,1,960,2,72,158800
4,3.75,5150,2,71,2140000
4,3.75,7620,2,76,1680000
5,3,3650,2,62,1310000
4,4.25,4980,1,61,1250000
5,2.25,3440,3,61,1230000
3,1.5,2390,3,73,978000
5,3.5,3420,3,63,925000
3,1.75,2050,2,78,790000
4,1.75,2090,3,74,775000
3,2,1160,3,50,775000
3,2.75,2610,1,61,757000
4,2.75,2640,3,58,750000
4,1.75,2700,2,74,725000
4,2.25,2920,2,80,707000
4,1.75,1730,3,50,700000
3,1.75,2130,2,74,675000
4,2,1530,2,72,664000
6,2.5,3190,1,73,664000
2,2.25,2770,1,59,645000
3,2.5,3610,3,77,635000
4,2.25,1880,2,61,616500
3,1.75,1560,2,66,592000
8,3,3840,3,60,575000
4,1.75,2060,3,74,562000
3,3.25,1530,2,73,560000
2,3,1650,3,80,559000
2,1,820,1,77,554000
3,2,1340,3,50,549000
4,2.5,2000,1,54,530000
4,2.5,2010,1,77,510000
4,2.5,2420,2,76,505000
4,2,2760,3,75,500000
4,4.5,2690,3,79,500000
4,2,2280,2,76,500000
3,1,1600,2,80,488000
3,2.25,1620,2,67,473000
3,1.75,1760,3,68,455000
4,2.25,1840,1,53,442500
2,1.5,1130,2,77,439108
3,2,1760,1,59,437500
3,1,1630,3,79,437500
2,2,1400,1,56,431750
4,3.25,3266,2,60,424950
3,1.5,1400,3,64,419500
4,2.75,2360,3,55,405000
4,2.5,2578,1,71,400950
2,1,700,3,68,399000
3,1,1980,1,54,396000
3,2,1910,3,67,390000
2,1,1270,1,63,370000
6,1.75,2230,2,64,360000
4,2.5,1912,1,58,353000
1,1,1230,3,73,349950
3,1,1620,3,64,345000
3,1,1710,3,75,340000
4,1.75,2290,1,77,326000
3,1.5,1540,1,60,325500
2,2.25,1550,3,57,320000
2,1,1000,1,54,305000
4,2.5,1820,2,52,299000
3,2,1820,2,64,283000
3,2,1640,3,59,279000
4,3,2710,3,58,258000
1,2,1150,2,56,227000
4,1,1640,2,77,218000
3,2.5,1650,1,64,216300
2,1,720,2,69,195000
3,1.75,1520,2,71,190000
3,1,920,2,65,189950
2,1,720,1,59,150000
2,1,720,3,52,150000
4,2.75,3190,3,77,2130000
4,3.5,4440,1,66,1730000
4,2.75,4270,2,62,1610000
5,2.5,2870,3,73,1560000
4,3.75,3770,2,69,1500000
3,1.5,1870,1,80,933000
3,1.5,2160,2,78,900000
4,2.5,3450,3,58,832500
5,3.25,3230,1,55,815000
4,3.5,3050,3,52,750000
4,2.75,2110,2,66,746000
4,2.75,3660,2,74,730000
4,2.25,2410,2,51,711800
3,3,1970,1,68,705000
2,2.5,2390,1,77,699950
3,2,2080,2,75,660000
3,2.75,1540,1,59,650000
3,3,2330,2,55,612000
3,2.5,2180,3,68,580000
3,1.75,2270,2,69,575000
4,2.5,2520,2,65,565000
3,2,1580,3,78,563000
1,1,830,3,68,525000
2,1.75,1850,1,73,495000
3,2,1580,2,59,489950
4,3.5,3273,2,64,485000
3,2.25,2620,3,60,469000
2,1.5,1510,3,72,445000
3,1.75,1750,3,59,435000
4,2.25,2200,2,73,425000
5,2.75,2540,3,53,420000
4,2.5,2250,1,76,395000
5,2.5,2390,3,67,358000
5,2.75,1540,3,75,357000
3,1.5,1240,3,62,355000
3,1,1390,3,64,345000
3,2.5,1560,1,50,324950
3,2.5,1320,2,60,299950
3,2.5,1690,2,79,295000
3,1.75,1910,3,63,250000
4,3,1800,2,71,250000
3,2,1670,3,56,223000
3,1.75,1280,3,71,215000
2,1,1130,1,75,207000
3,1.75,1240,3,61,192000
3,1.5,1200,3,61,140000
1,1,560,2,55,106000
4,3.5,3130,3,54,975000
3,2.5,1230,1,64,399950
4,2.5,3216,1,79,498445
3,1,1520,3,55,226000
3,1,980,3,60,90000
3,2.25,3040,2,69,1000000
5,3.5,5230,3,70,1990000
4,4.25,4285,1,53,1890000
3,3.5,4660,3,67,1640000
6,3.5,3720,2,68,1520000
5,3.5,3420,1,57,1440000
4,2.75,2660,2,56,1440000
4,2.25,3270,3,54,1210000
4,3.25,3960,1,80,1190000
4,2.5,3830,3,67,1100000
4,4,4090,3,70,1040000
4,4,5635,3,78,950000
4,2.5,3640,1,76,932990
5,3,2640,3,57,910000
2,1.5,1140,3,60,903000
3,2.25,2550,3,63,834000
3,1.75,1740,2,71,827235
6,4.25,5480,1,59,800000
4,3.5,3290,1,58,799000
3,2.75,2590,3,64,796500
3,1.75,3520,2,50,775000
5,2.75,2920,3,65,713500
3,1,1220,2,65,672000
3,1,1400,3,79,667000
4,1.5,1960,1,66,660000
4,2.5,2160,3,74,653000
3,2.25,3280,2,57,645000
3,1.5,2240,2,56,635000
4,1.5,2720,3,50,632500
3,1.75,2220,1,70,615000
4,1.75,2250,1,60,605000
4,2,3410,1,58,599000
2,1.75,1840,3,67,575000
4,2.75,1610,1,58,575000
4,1.75,1710,2,72,571900
3,2.5,2020,1,75,560000
4,1.75,2260,2,60,555000
4,2.25,1720,2,53,555000
4,2.5,2520,1,57,536000
2,1,910,3,63,515000
5,2.75,2980,2,60,515000
3,1.5,2220,3,75,500000
4,2.5,1900,3,62,500000
4,3,3620,2,52,495000
3,1.75,1600,3,58,490000
3,1,1160,2,60,480000
4,2.5,3160,3,60,467500
3,1.75,2660,2,59,467000
3,1.75,1480,2,52,465000
2,1,1430,3,54,460000
4,2.25,2690,3,70,460000
3,2.5,1650,1,76,453000
4,2.75,2900,1,64,450000
2,1,1130,3,71,443000
2,1.5,1090,1,56,430000
3,1.75,1680,1,72,427000
3,1.75,1530,3,57,425000
3,1,1240,1,74,420000
2,1.5,1370,1,76,405000
3,2.75,2020,2,70,401000
4,1.75,1690,3,68,400375
3,2.5,2580,1,51,400000
4,2.5,1950,2,53,385000
3,3.25,1370,3,78,375000
3,1.5,1560,2,70,368000
4,1,1020,3,74,364000
3,2.5,1850,2,70,359782
3,2.5,1880,3,79,355000
5,2.5,2540,1,79,355000
3,1,1010,1,57,350000
4,2.25,2190,3,62,350000
2,1.75,1820,1,77,345000
3,2.25,1200,1,67,342000
3,1,980,2,54,335000
2,1,950,2,74,330000
4,1.75,1730,2,70,320000
3,1.75,1810,1,76,300000
3,2.5,2450,3,51,299000
4,2.5,1610,3,57,286950
5,2.75,2770,2,70,283450
2,1.5,1190,2,53,280000
3,1.75,1370,3,56,268000
3,2.5,1850,1,61,260000
3,2.25,1400,2,72,258900
3,2,1790,3,72,258000
3,2,930,1,79,255000
3,2,1290,3,71,253000
3,1,1060,2,59,250000
2,1,700,1,74,247500
4,2.5,1980,1,69,240000
3,1,1060,3,69,230000
2,1,810,1,57,229000
4,2.5,1700,3,71,225000
2,2.5,1000,2,76,220000
3,1,1960,2,54,180000
3,1,1130,2,80,179950
3,1.5,1390,1,67,175003
4,2.25,2870,1,51,1270000
6,2.25,2550,1,80,1020000
4,2.5,4070,3,75,965000
4,2.75,2980,3,63,949000
4,2.5,3540,3,53,925000
4,2.5,4600,1,73,800000
3,1.5,1960,3,69,792500
3,1,1660,1,70,780000
3,2.25,1640,3,69,759000
3,2.75,2870,2,71,755000
3,2.5,1960,2,60,732000
3,1,940,1,73,725000
2,2.5,2300,3,78,705000
5,1.75,1790,2,51,695000
4,1.75,2280,1,80,665000
6,2.75,3610,2,66,650000
4,2,1610,1,78,650000
3,2.5,1860,3,55,625000
5,2.5,2720,1,61,580000
6,2.5,3370,3,54,570000
4,1.75,2350,1,75,555000
3,2,1650,3,75,550000
4,2.5,2720,3,67,549950
4,2.5,2500,1,64,545000
3,3.5,2620,3,69,538000
2,2,1370,2,68,535000
3,2.75,2160,3,71,528000
4,2.5,2490,1,73,520000
3,3,2330,3,61,516000
3,2,2350,1,61,510000
2,1,1060,2,77,506000
3,2.5,1300,3,67,505500
3,2.5,1460,3,55,475000
4,2.5,2240,1,65,475000
4,2.25,2170,3,52,466000
3,2.5,1450,2,67,465000
3,2,1150,1,57,450000
3,2.25,2530,1,57,450000
2,1,950,3,79,450000
5,2.5,2250,2,51,446950
3,2.25,1460,3,58,443750
4,1.5,1690,3,54,440000
4,2.25,2600,1,59,440000
4,2.5,2495,1,75,436000
6,2,3080,2,74,432500
3,2.5,1630,3,62,425000
2,1,2100,3,77,420000
3,3.5,1900,2,71,420000
3,1.5,2270,3,60,410000
3,3.25,2650,1,51,410000
3,1.75,1720,1,74,404000
2,1,720,2,64,403000
3,1.75,1920,2,78,400000
3,1,1460,2,57,399000
3,2.5,2350,2,50,390000
3,2.5,2160,2,60,389900
4,2.5,3190,2,57,387500
4,2.75,2960,2,52,385000
4,1,1740,3,53,382000
3,2.5,1260,2,58,380000
3,2.25,1540,1,70,375000
3,2.75,1250,2,50,370000
3,1.5,1590,1,61,357000
3,1.75,2370,3,73,355000
5,2.75,2130,2,72,353000
4,1.75,1820,1,53,350000
3,1.75,1740,2,63,350000
2,1.5,830,1,57,350000
2,1.75,1550,2,55,349900
2,1,1180,2,53,343000
3,2.25,1900,3,56,340000
2,1,860,1,65,340000
3,2.5,2370,3,57,330000
2,2.25,1230,1,67,325000
4,1,1460,3,76,320000
2,1,900,3,71,290000
2,1,1280,2,80,281000
3,2.5,1800,2,64,280000
3,1,940,1,68,280000
5,1.5,1930,1,64,270000
3,2.5,1770,3,59,270000
3,1.75,1410,3,71,267800
3,1.75,1710,3,78,260000
3,1.75,1040,1,75,258000
3,2,1470,2,57,250000
3,1,1752,2,78,249000
3,1.5,1360,2,62,244900
2,2,1200,1,64,234000
2,2.25,850,3,69,233000
3,1.5,910,3,54,232900
6,1.5,2140,1,59,230000
3,1,1000,3,63,228000
3,1,970,2,69,219000
4,2,1520,1,51,210000
3,2,1440,2,70,210000
3,1,1330,2,76,209000
3,1,1520,3,62,135000
4,4.25,6410,3,61,2730000
4,3,3540,3,50,2200000
5,3.5,4870,2,71,1740000
5,3,4290,3,53,1710000
5,3.75,4700,1,59,1140000
4,2.5,2780,3,62,990000
4,2.5,3670,2,55,921500
3,2.5,2320,2,71,900000
6,2.75,3500,2,51,865000
3,1.75,1490,2,72,835000
3,2.5,1810,3,56,827500
4,3.5,3470,2,51,810000
